datetime,power,GHI,DHI,Cloud_mean,Temperature_mean,Wind_speed_mean,Precipitation_intensity_mean,hour_cos,hour_sin,zenith_cos,zenith_sin,azimuth_cos,azimuth_sin,power_lag1,power_lag2,power_lag3,power_lag4,Wind_cos,Wind_sin
6/4/2020 15:00,2.538886196,2.239843428,1.822334792,-0.719153729,0.749445629,0.341083778,-0.151625452,-1.000368497,-0.999484003,1.030395476,0.878444622,-0.269418125,-1.449335181,2.894325787,2.403597556,2.217991003,1.01955227,1.357941218,0.361809924
6/4/2020 16:00,1.546694121,0.907566695,2.501607101,0.036242647,0.695851294,-0.009694412,-0.151625452,-0.707368933,-1.224147365,1.038200779,-0.811545191,-1.392952376,-0.379037557,2.538886196,2.894325787,2.403597497,2.217976622,-0.045990606,-1.409587886
6/4/2020 17:00,0.589977691,0.301285993,2.182608402,0.144932773,0.639320284,0.260134965,-0.151625452,-0.366163715,-1.365376658,0.851799374,-1.005265761,1.32560433,0.272073455,1.546694121,2.538886196,2.894325702,2.403579584,-0.951540094,1.061292545
6/4/2020 18:00,0.226019671,-0.003146768,1.490026298,0.432961607,0.573612162,0.528544188,-0.151625452,-5.41E-06,-1.413547339,1.182147436,-0.58938898,-0.399346661,1.352519521,0.589977691,1.546694121,2.53888613,2.894298453,0.438411628,-1.337144046
6/4/2020 19:00,-0.1558487,-0.464353545,0.264870558,1.101405882,0.519650743,0.711744133,-0.151625452,0.36615289,-1.365376658,1.332187903,0.090368815,-1.172573124,0.802308577,0.226019671,0.589977691,1.546694107,2.538865643,-0.681617081,1.252330156
6/4/2020 20:00,-0.5933046,-0.744385317,-0.408565078,1.155750945,0.23772986,0.883582842,-0.151625452,0.707358109,-1.224147365,1.263265748,0.455899675,-1.333921898,0.499583297,-0.1558487,0.226019671,0.589977728,1.546692497,1.401376571,-0.06048606
6/4/2020 21:00,-0.696045702,-0.82604115,-0.591811139,1.23726854,-0.481388641,1.022757994,-0.151625452,1.000357673,-0.999484003,1.333308208,0.057565746,-1.403285916,0.265138901,-0.5933046,-0.1558487,0.226019727,0.589994321,1.334075774,-0.430429994
6/4/2020 22:00,-0.771434323,-0.905126563,-0.830278303,1.340524159,-1.074597165,-0.451362498,0.899192907,1.225184145,-0.70669701,0.498484087,-1.229265664,-1.417416075,-0.253896009,-0.696045702,-0.5933046,-0.155848624,0.226043245,-0.809465382,-1.160041288
6/4/2020 23:00,-0.774546391,-0.912852223,-0.890626951,1.432910766,-1.078635094,0.633635629,-0.151625452,1.366515975,-0.365739336,-1.509039101,0.422788307,-0.956818102,-1.114445191,-0.771434323,-0.696045702,-0.5933045,-0.155817841,1.383077716,0.2438231
6/5/2020 0:00,-0.774658689,-0.914328235,-0.892772519,1.345958666,-0.976952693,1.315309845,-0.151625452,1.41472163,0.000153319,0.859375498,-0.998709535,0.407698833,-1.39400086,-0.774546391,-0.771434323,-0.696045597,-0.593265394,0.090386015,1.420194367
6/5/2020 1:00,-0.774658689,-0.914328235,-0.895990871,1.422041754,-0.999711931,2.300897149,-0.151625452,1.366515975,0.366045973,1.305077859,0.302768691,1.35717436,0.004929878,-0.774658689,-0.774546391,-0.771434214,-0.696004536,0.630152185,1.270300702
6/5/2020 2:00,-0.774658689,-0.914328235,-0.894172593,1.378565703,-1.165634117,1.880531383,-0.151625452,1.225184145,0.707003648,1.212692848,-0.526635403,1.165798055,-0.760161525,-0.774658689,-0.774658689,-0.774546282,-0.771391719,-1.409105367,-0.171408658
6/5/2020 3:00,-0.774658689,-0.914328235,-0.896881827,1.449214285,-1.19536796,1.443123761,-0.057522315,1.000357673,0.99979064,-1.373884832,-0.666679548,1.124523423,0.760329287,-0.774658689,-0.774658689,-0.77465858,-0.774503728,0.867507257,1.117728961
6/5/2020 4:00,-0.774658689,-0.914328235,-0.893408916,1.405738235,-1.212988015,1.028438613,1.482109558,0.707358109,1.224454002,1.333439925,0.050715133,0.232257654,1.374234385,-0.774658689,-0.774658689,-0.77465858,-0.774616024,1.193802436,0.748998721
